-9.24001	16.02153	-8.154083	-3.983541	-8.134969	15.38779	4.740587	0.972568	-10.16666	-7.525143	-12.39977	-31.71729	-3.53097	-2.256202	-6.202469	14.02522	0.8973804	-2.305661	-11.50539	12.93508	-4.197434	8.073308	7.610064	-13.66293	-6.180539	-1.498545	-0.297043	6.300213	-0.01467556	-18.97222	24.75311	-10.35328	0.7950167	-0.06888764	1.864118	-17.94029	-7.197969	23.27352	-13.53312	-7.044072	8.508128	-21.03519	2.417512	8.217437	6.256041	-6.763942	6.320133	13.36624	-4.189497	1.125452	3.775636	-6.921628	-11.79285	3.731336	-6.052082	-9.76586	-12.83085	10.46473	-17.27827	7.61633	2.488334	-3.239693	6.095291	7.016596	15.40452	16.11869	-2.121404	0.1176386	-9.030915	4.607946	2.788343	-11.50419	3.653768	18.60820	-9.399253	7.197781	-7.43104	0.6818079	2.969390	-0.850674	6.275851	1.346964	-14.09849	6.959396	-2.074303	7.607639	2.233208	9.436113	-5.720649	9.923196	-15.39347	1.902479	-16.79469	-14.26426	-6.181847	1.457581	-12.08880	-15.13284	-6.944022	7.84663
2.021138	-2.496541	-10.79999	2.711831	0.1075420	5.94445	4.652268	-7.947942	-0.08363714	10.11626	-8.621695	7.942156	17.13696	15.76107	-8.662152	26.13092	-9.008996	2.836076	8.551047	-11.20973	-13.02629	6.466142	-0.8508985	7.825279	-10.54224	6.923672	1.169654	9.272652	-5.866931	-3.197584	4.980867	5.596953	2.226866	17.71306	5.60397	-18.96462	-3.820715	-14.68774	-1.374867	13.76911	1.348312	-0.1414573	5.541581	-15.92082	4.314076	-5.283673	3.852216	-0.7347382	-0.0285228	-0.2320262	-15.25096	-12.36570	1.819862	15.08069	-5.784495	-8.032542	-4.385730	-14.03927	16.98749	7.427762	22.01455	-6.842677	16.20520	-1.415826	6.94715	-23.69474	2.075414	11.49489	2.562843	1.573004	6.586212	-26.09061	-5.171727	11.43018	-1.897661	-12.72670	3.540244	-14.22240	-9.705047	3.218269	3.143519	-7.925155	-1.356350	6.608193	-8.497607	21.62628	-2.002270	-7.894955	7.421276	-4.038539	-16.64255	10.85651	2.252227	9.012496	22.06269	-5.423248	2.366491	3.544016	0.3653553	5.521343
8.613888	-26.94892	5.106104	-11.41977	2.743833	-9.09579	-7.740467	8.315048	2.55942	14.31787	4.242241	6.701046	-8.277976	-3.752527	-5.532777	-8.407758	-6.869804	-8.318463	-8.67823	-13.92016	-4.797894	5.467889	-2.664639	-2.239881	-3.956295	-15.66291	8.226607	-2.310132	5.2322	-1.904390	1.147101	-7.736615	3.094797	7.631588	-3.33788	5.20133	-4.449634	-3.013699	14.02129	10.97794	5.63112	0.8825412	-0.992674	-6.655435	-6.967814	-3.60605	-7.579366	3.753906	-6.059018	13.7223	-7.063527	6.602644	-4.448063	10.9446	17.74318	-6.7864	0.6760205	15.59064	1.116203	-11.08690	15.14088	5.919897	12.16018	-20.36378	6.066601	-13.26378	1.306703	5.913242	-5.75609	14.27358	-6.922845	-8.566201	4.499969	-14.66999	-16.02038	16.40439	7.839546	-27.78114	-10.90667	5.220668	-1.735172	15.60705	5.445996	10.11061	-9.789781	-5.894802	-9.848334	2.339206	-12.20901	-1.496878	5.756832	-9.584008	-15.14194	24.36622	10.96418	-18.48878	-1.983371	-10.87548	-5.023275	-8.8342
-3.161768	19.44125	2.17404	-9.86821	11.67081	-19.97019	-2.470302	4.435037	-3.615594	-5.307488	-3.814875	-9.445545	9.739714	-7.61206	-9.074443	-0.09036907	-8.911687	-18.92066	11.83899	0.8007202	-0.5381173	-7.231987	-5.663966	5.995708	-18.65988	2.840976	-0.5934335	-1.739262	2.209867	-15.73584	6.819936	-1.404967	11.15038	7.827534	6.382472	6.664917	-0.8078882	9.116113	6.432219	-3.470150	11.06477	4.577163	-8.124236	12.69182	-1.276102	-12.58766	11.34181	-12.78695	-2.027816	10.10519	7.51914	-14.32214	0.7736646	3.903267	7.196723	-2.395389	1.056595	4.984213	-1.170713	-4.368118	-1.336431	-4.40241	6.945113	-7.628911	-13.82643	-1.82516	6.964995	-2.126005	10.78320	-6.901354	14.90858	-22.87187	7.844607	-15.52783	-12.48528	-2.750947	8.338891	-2.008699	0.1538792	8.67338	1.010069	1.918608	3.294092	2.968575	-1.154304	-13.76448	-6.269514	0.05647331	0.07302198	1.811409	2.221576	6.594475	-0.2739119	-15.63614	-10.50613	-13.64672	-10.62215	6.880828	-14.81474	-2.810977
-2.797105	5.139377	-4.25728	-4.55057	-11.74480	-2.377381	2.854285	-1.334739	-6.729285	2.337404	-2.810301	-4.412507	4.238199	12.11203	-20.39988	13.97817	-7.212901	2.851216	13.36648	0.2128004	7.370384	-6.816163	0.7084503	13.36924	-0.9520032	5.942584	-19.09657	-16.16491	1.353001	10.76443	-5.894898	13.89647	-14.20685	17.66968	10.33001	0.5019107	-13.42863	0.754663	9.960697	7.768632	-16.21185	-17.34468	3.082376	9.310506	-5.38675	26.00866	-10.19002	-5.815029	-7.472252	2.558856	-13.94281	-1.455322	4.849991	-7.77501	-0.4842648	-3.665764	22.20785	-15.04393	3.670303	-17.06336	-3.734393	-2.700588	-8.005769	-8.793477	-8.958502	-17.56848	15.8189	3.815792	3.340668	13.45251	-6.891216	-5.336427	-18.35081	-4.208011	-31.75082	5.285677	11.46700	9.663236	-5.565647	1.905375	-10.61587	13.58698	-20.98436	-0.3740348	0.01355743	9.460252	1.310347	-1.287226	5.293937	6.823462	-17.07589	8.131652	-11.25101	-4.697516	-0.7376453	11.86910	-2.148057	1.697615	-12.59187	-10.16452
-13.38325	1.415521	12.35899	1.439449	13.07599	20.94531	-3.860852	-11.13467	-0.990605	4.757309	-13.57571	-11.56226	-9.701323	-8.843752	7.254245	6.59612	10.80014	2.999529	-0.891327	-7.219097	-11.86837	18.80298	4.198708	-1.430234	10.34088	-8.7119	9.561343	2.196998	-0.2155344	0.2839449	-13.55192	-13.60483	5.167355	11.9786	-6.595837	-6.008773	-4.762449	9.73794	-15.97757	-10.63517	4.871055	1.852619	7.167204	-1.570061	-15.47872	8.261896	6.638931	-0.5972704	-4.579351	5.017525	-6.480565	-12.56506	3.847107	4.522705	4.458982	-17.33839	2.177371	-9.853723	11.61505	12.62321	26.7367	-6.512503	3.954715	-0.1425640	0.4896519	-19.33348	-3.490762	-7.197797	0.5224708	-5.064476	-0.3900637	6.709833	-0.1405057	10.42232	6.536447	4.210451	-4.529773	-2.739484	12.14476	9.831424	-0.6485596	12.85548	-8.738198	-7.875195	7.930754	-1.793164	1.814986	-6.639482	0.8865542	10.10533	-3.714494	5.095236	-3.647896	9.45837	-5.024297	-1.957544	6.263617	33.86504	1.995852	1.787473
21.43106	-5.861339	10.47274	9.020459	3.192136	13.37857	13.29597	0.9822304	8.907198	10.95363	5.224471	0.9947619	-6.696994	-13.07027	-1.263456	13.45630	-7.235451	-8.87088	10.11103	6.621867	-0.1819884	4.303401	-1.467010	-8.417529	11.52053	10.36961	11.88097	-4.836686	-12.24624	6.468293	-16.65039	-5.56128	3.851037	0.8124301	9.788549	12.25137	2.105047	-22.4898	-10.77856	-11.38073	-0.06816979	-3.041472	-14.00114	6.016902	-2.444095	-8.416959	5.991487	-15.82983	-1.196437	10.66969	-8.147373	2.899474	15.26782	5.032013	8.136083	8.055981	2.173229	-0.07659388	5.027382	-22.91587	3.287947	9.968519	4.43693	-3.574035	-3.795625	-12.42868	1.24952	15.34697	10.41298	0.4744971	-1.416753	-7.892024	4.200122	3.081924	-5.006187	-8.139613	-7.061238	-9.476978	6.791234	-4.809216	-14.25966	6.015196	6.41781	3.827747	-3.913118	14.88161	-5.011803	-2.419184	-1.773284	2.761909	-17.23315	5.348909	1.379865	-0.4254908	-1.126434	-7.049262	10.40263	-9.166429	21.22581	5.701458
-9.259793	4.611903	-0.2382588	10.97174	-2.376219	-3.588215	8.913401	-13.23051	1.784293	15.53079	8.560097	-9.489624	-3.780645	4.552656	-7.89491	-5.821636	-9.642742	-4.799751	0.1795918	-0.2963902	2.101633	-18.23839	0.9191151	7.703429	18.76407	-5.603228	-3.302949	-2.652967	-15.47809	-16.18710	-13.05233	-0.6958414	-6.855011	-2.914568	-0.816656	-11.75934	0.5990757	4.697336	-12.84196	-2.184377	10.43552	1.117962	-3.426336	25.45834	-13.48036	-0.540093	-4.634464	-6.650859	11.44605	1.555940	12.46988	-2.362709	6.31491	-5.806479	12.42735	-5.965367	-11.03027	3.849898	9.696145	2.855926	-18.52839	10.26133	-7.358692	2.787786	-6.824	6.408134	-3.267371	-14.22452	-7.19981	-8.723502	-1.947566	0.422892	-6.087901	-10.26448	-3.982499	-11.3418	2.760135	17.71093	-7.048956	-0.7455417	-4.19649	-0.9261536	-2.007146	10.91615	11.20903	8.595158	11.96214	29.32565	22.32670	4.985387	-6.379972	-0.8323559	-0.8445593	-14.14482	9.274644	-1.083075	4.812765	-18.87955	-6.697639	-4.492461
1.284341	-3.52039	-2.930567	9.97623	-5.970325	9.85446	-6.521162	2.306488	3.638612	-10.20531	-14.73421	9.75987	-7.049154	-5.733805	-5.443166	16.96464	7.08708	-5.876678	15.19939	5.638439	0.05808329	-3.832337	-1.065093	2.475016	4.654251	-2.245668	10.72250	-7.284289	11.22812	13.75581	6.224412	16.82987	9.470476	-15.45998	12.47029	-4.561084	7.472806	10.34759	-16.26677	16.01235	-1.521168	4.884087	-3.994961	5.334612	2.231365	1.860798	2.103032	5.219355	-5.77544	9.910197	11.14729	-10.01934	4.722428	-16.02396	-2.552822	0.2096185	10.06940	1.747325	-9.972253	16.38415	7.99999	-3.330264	-1.612753	-5.768891	-6.980509	-1.264186	9.135206	-3.547038	0.1123408	-0.9745426	9.600848	6.675773	-1.172597	-3.668360	7.667429	5.714229	0.2766099	-11.72373	-3.445747	-9.457834	4.93406	-6.391578	-4.027368	13.96113	-2.682474	-7.010952	0.3422006	-3.199085	1.989287	-6.803329	-4.913811	-11.25685	-6.803477	21.79487	-4.875273	-8.26186	-7.680572	-4.559511	16.14391	16.23018
3.601387	13.69039	10.72247	-8.249372	14.99764	3.17686	2.476115	0.3030308	-16.64759	3.533572	-2.195259	-4.170521	17.13256	1.649037	-15.48906	12.33522	6.01338	4.84922	-0.2707731	-2.574142	-11.79775	22.15431	-4.041700	10.05355	-10.69803	-24.60611	7.3225	11.38424	10.21478	-9.945317	5.401147	-14.76965	13.81892	4.94844	8.726881	-11.31937	-14.54985	9.31105	-11.48853	-9.41402	-7.385081	0.2025262	-4.067889	13.401	-0.3118418	-6.212352	-7.064031	10.66867	2.103451	4.693993	1.618962	0.2823003	-4.484778	3.153588	-14.82784	16.68333	-8.1998	1.415444	-10.81448	6.690818	8.228894	-24.70165	6.38658	5.342919	-20.39941	13.24697	-2.952543	-21.52019	24.80054	-6.893251	-10.11658	21.93981	-1.983729	-1.976861	2.185136	10.46339	-10.36506	-11.23604	5.700472	-12.08093	-2.948664	-2.971754	7.603804	8.525565	4.590874	7.883298	4.99706	-0.4059204	17.26758	14.78735	1.797888	-7.636658	-34.87002	10.69926	3.102496	-4.461086	9.334682	9.025234	-3.691768	8.946877
